database,pathway,genes
PID,PID_A6B1_A6B4_INTEGRIN_PATHWAY,"['LAMA5', 'RXRA', 'ERBB2', 'ERBB3', 'YWHAZ', 'CDH1', 'PRKCA', 'MET', 'LAMA2', 'LAMB1', 'LAMB3', 'YWHAB', 'CD9', 'LAMA3', 'HRAS', 'GRB2', 'COL17A1', 'EGFR', 'PMP22', 'YWHAG', 'LAMC2', 'SHC1', 'YWHAQ', 'RXRB', 'PIK3CA', 'YWHAH', 'LAMA4', 'LAMB2', 'ITGB1', 'IL1A', 'LAMC1', 'EGF', 'AKT1', 'MST1R', 'CASP7', 'RPS6KB1', 'ITGB4', 'PIK3R1', 'RXRG', 'YWHAE', 'ITGA6', 'RAC1', 'LAMA1', 'SFN', 'LAMC3', 'MST1']"
PID,PID_SYNDECAN_2_PATHWAY,"['TRAPPC4', 'MMP2', 'ITGA5', 'MAPK1', 'LAMA1', 'FN1', 'CAV2', 'SRC', 'RHOA', 'MAPK3', 'CASP3', 'NF1', 'SDC2', 'TGFB1', 'SDCBP', 'RACK1', 'EZR', 'PRKCD', 'TNFRSF13B', 'LAMA3', 'CASK', 'RASA1', 'PRKACA', 'CSF2', 'ITGA2', 'ITGB1', 'KNG1', 'EPHB2', 'MAPK8', 'CXCL8', 'HRAS', 'BAX', 'EPB41']"
PID,PID_RAC1_REG_PATHWAY,"['TIAM1', 'PREX1', 'TIAM2', 'MCF2', 'DEF6', 'RASGRF1', 'NGEF', 'ARHGEF25', 'RASGRF2', 'VAV2', 'EPS8', 'RAC1', 'RACGAP1', 'CHN2', 'ARHGEF7', 'DOCK1', 'ARHGDIA', 'ARHGEF2', 'BCR', 'RALBP1', 'ABI1', 'SOS1', 'TRIO', 'ARHGAP9', 'ABR', 'PREX2', 'RAP1GDS1', 'CHN1', 'SPATA13', 'ARHGEF6', 'KALRN', 'ELMO1', 'VAV1', 'DOCK2', 'DOCK6', 'ARHGAP1', 'ARHGAP17', 'VAV3']"
PID,PID_AURORA_A_PATHWAY,"['GSK3B', 'GIT1', 'ARHGEF7', 'CKAP5', 'TDRD7', 'BRCA1', 'BIRC5', 'RAN', 'AURKB', 'NDEL1', 'PAK1', 'AKT1', 'TPX2', 'DLGAP5', 'TACC1', 'PPP2R5D', 'OAZ1', 'TACC3', 'PRKACA', 'NFKBIA', 'GADD45A', 'CDC25B', 'FZR1', 'AURKA', 'CENPA', 'RASA1', 'MDM2', 'CPEB1', 'AJUBA', 'TP53', 'AURKAIP1']"
PID,PID_ARF_3PATHWAY,"['CYTH2', 'RAC1', 'GBF1', 'CLTB', 'AP2M1', 'COPA', 'GOSR2', 'GGA3', 'PIP5K1A', 'AP2A1', 'ARF1', 'ARFIP2', 'USO1', 'CLTA', 'KDELR1', 'PLD2', 'CD4', 'ARFGAP1', 'ASAP1']"
PID,PID_INSULIN_GLUCOSE_PATHWAY,"['TRIP10', 'YWHAE', 'PRKCZ', 'YWHAQ', 'YWHAG', 'GSK3B', 'AKT1', 'YWHAB', 'INSR', 'STXBP4', 'STX4', 'ASIP', 'YWHAH', 'SLC2A4', 'INS', 'PPP1R3A', 'RHOQ', 'YWHAZ', 'PPP1CC', 'LNPEP', 'TBC1D4', 'GYS1', 'VAMP2', 'SFN', 'AKT2', 'PRKCI']"
PID,PID_PI3KCI_AKT_PATHWAY,"['BCL2L1', 'GSK3A', 'MAPKAP1', 'RICTOR', 'TBC1D4', 'RAF1', 'CASP9', 'HSP90AA1', 'MAP3K5', 'FOXO3', 'AKT3', 'PRKDC', 'YWHAQ', 'YWHAH', 'MTOR', 'FOXO1', 'YWHAG', 'CDKN1A', 'SFN', 'YWHAE', 'PDPK1', 'CHUK', 'PRKACA', 'BAD', 'KPNA1', 'YWHAZ', 'CDKN1B', 'YWHAB', 'AKT1', 'AKT2', 'GSK3B', 'SRC', 'MLST8', 'FOXO4', 'SLC2A4']"
PID,PID_SYNDECAN_3_PATHWAY,"['MC4R', 'NCSTN', 'SRC', 'EGFR', 'CASK', 'AGRP', 'APH1B', 'PSENEN', 'FYN', 'PTN', 'POMC', 'CTTN', 'APH1A', 'CXCL8', 'PSEN1', 'SDC3', 'NCAN']"
PID,PID_IL8_CXCR1_PATHWAY,"['ARRB1', 'HCK', 'GNA14', 'PRKCB', 'GNAI2', 'FGR', 'AKT1', 'PRKCG', 'PLCB2', 'CBL', 'GRK2', 'PLD1', 'PLCB3', 'PIK3R6', 'PLCB1', 'DNM1', 'GNB1', 'PRKCA', 'PIK3CG', 'CXCR1', 'RAB5A', 'LYN', 'CXCL8', 'PRKCE', 'ARRB2', 'GNA15', 'PDPK1', 'GNG2']"
PID,PID_MYC_REPRESS_PATHWAY,"['NFYA', 'HDAC3', 'ITGA6', 'TJP2', 'SFRP1', 'ID2', 'TMEM126A', 'IRF8', 'SMAD2', 'ALDH9A1', 'SMAD3', 'SLC11A1', 'WNT5A', 'ERBB2', 'MYC', 'CEBPA', 'CCL5', 'CSDE1', 'FTH1', 'MAX', 'CLU', 'NDRG1', 'BCL2', 'ITGB4', 'DNMT3A', 'GTF2H2', 'DDIT3', 'TBP', 'COL1A2', 'HDAC1', 'MXD4', 'SMAD4', 'TMEFF2', 'CFLAR', 'ZFP36L1', 'HMGCS2', 'CEBPD', 'GADD45A', 'S100A7', 'RBL1', 'SFXN3', 'SPI1', 'CDKN1A', 'ITGB1', 'GFI1', 'NFYC', 'SP1', 'CDKN2B', 'EP300', 'CDKN1B', 'ZBTB17', 'CREB1', 'LGALS1', 'PTPA', 'DNTT', 'FOXO3', 'TSC2', 'BRCA1', 'NFYB', 'CCND1', 'NDRG2', 'DKK1', 'PDGFRB']"
PID,PID_HIF1_TFPATHWAY,"['PGK1', 'EGLN3', 'NT5E', 'PGM1', 'PFKFB3', 'HNF4A', 'NDRG1', 'ETS1', 'BHLHE41', 'LEP', 'SP1', 'GATA2', 'NPM1', 'ABCG2', 'IGFBP1', 'EGLN1', 'SERPINE1', 'TF', 'EDN1', 'ABCB1', 'FURIN', 'MCL1', 'FOS', 'NCOA1', 'ADM', 'SLC2A1', 'ARNT', 'ALDOA', 'ENO1', 'TFF3', 'CITED2', 'EP300', 'CA9', 'COPS5', 'HK2', 'RORA', 'CXCL12', 'CXCR4', 'ITGB2', 'CREBBP', 'VEGFA', 'PFKL', 'CREB1', 'BHLHE40', 'ID2', 'HIF1A', 'PLIN2', 'HK1', 'SMAD4', 'SMAD3', 'EPO', 'BNIP3', 'PKM', 'TFRC', 'NOS2', 'JUN', 'LDHA', 'HMOX1', 'ENG', 'TERT', 'GCK', 'FECH', 'HDAC7', 'CP', 'AKT1', 'NCOA2']"
PID,PID_TAP63_PATHWAY,"['MFGE8', 'OGG1', 'EP300', 'NQO1', 'SERPINB5', 'YWHAQ', 'S100A2', 'CDKN1A', 'ITGB4', 'PML', 'BBC3', 'GADD45A', 'CHUK', 'TP63', 'SP1', 'MDM2', 'TRAF4', 'ITGA3', 'NOC2L', 'FAS', 'PMAIP1', 'ITCH', 'WWP1', 'HBP1', 'PRKCD', 'IGFBP3', 'FLOT2', 'GPX2', 'DICER1', 'TFAP2C', 'SSRP1', 'ADA', 'SSPOP', 'SPATA18', 'PERP', 'CLCA2', 'JAG1', 'TP53I3', 'DHRS3', 'CABLES1', 'CDKN2A', 'VDR', 'PLK1', 'BAX', 'IKBKB', 'EVPL', 'AEN', 'FDXR', 'GDF15', 'ABL1', 'EGR2', 'SHH', 'SMARCD3', 'DST']"
PID,PID_EPHRINB_REV_PATHWAY,"['MAP3K7', 'EPHB1', 'MAP2K4', 'FGR', 'LCK', 'PIK3R1', 'DNM1', 'EFNB2', 'EPHB2', 'PTPN13', 'TIAM1', 'RAC1', 'PIK3CA', 'RGS3', 'EPHB4', 'ITGB3', 'FYN', 'FGA', 'BLK', 'CXCR4', 'HCK', 'NCK2', 'FGB', 'MAPK8', 'SRC', 'EFNB1', 'FGG', 'LYN', 'ITGA2B', 'YES1']"
PID,PID_BARD1_PATHWAY,"['NPM1', 'UBE2L3', 'TP53', 'CDK2', 'ATM', 'FANCD2', 'RAD51', 'FANCA', 'RBBP8', 'FANCE', 'FANCL', 'RAD50', 'FANCC', 'BARD1', 'BRCA1', 'ATR', 'FANCF', 'PRKDC', 'XRCC5', 'MRE11', 'FANCG', 'EWSR1', 'UBE2D3', 'PCNA', 'CSTF1', 'NBN', 'TOPBP1', 'XRCC6', 'CCNE1']"
PID,PID_P53_REGULATION_PATHWAY,"['NEDD8', 'PPM1D', 'HIPK2', 'CHEK2', 'TP53', 'TP53AIP1', 'TRIM28', 'CCNG1', 'HUWE1', 'CSNK1E', 'KMT5A', 'SKP2', 'ATM', 'CSE1L', 'CSNK1D', 'CSNK1A1', 'PPP2CA', 'CDK2', 'PIN1', 'CHEK1', 'SETD7', 'MDM4', 'KAT5', 'CCNA2', 'SMYD2', 'E4F1', 'EP300', 'PRMT5', 'KAT2B', 'PPP1R13L', 'CSNK1G1', 'COP1', 'KAT8', 'DAXX', 'DYRK2', 'TTC5', 'RPL5', 'RPL11', 'PRKCD', 'PTPA', 'MDM2', 'FBXO11', 'AKT1', 'CDKN2A', 'ATR', 'ABL1', 'CSNK1G2', 'GSK3B', 'CREBBP', 'RASSF1', 'MAPK14', 'MAPK9', 'RPL23', 'USP7', 'RCHY1', 'UBE2D1', 'CSNK1G3', 'YY1', 'MAPK8']"
PID,PID_TOLL_ENDOGENOUS_PATHWAY,"['RHOA', 'HMGB1', 'LY96', 'TIRAP', 'BGN', 'IKBKB', 'IRAK1', 'IKBKG', 'HSPD1', 'CHUK', 'SFTPA1', 'IRAK2', 'VCAN', 'TLR2', 'TLR1', 'TLR3', 'TLR6', 'CD14', 'TICAM1', 'TLR4', 'S100A9', 'S100A8', 'MYD88', 'IRAK4']"
PID,PID_NCADHERIN_PATHWAY,"['DCTN1', 'PTPN1', 'PLCG1', 'CAMK2G', 'CDC42', 'CTNNA1', 'CDH2', 'RAC1', 'RHOA', 'PIK3R1', 'PIP5K1C', 'GAP43', 'PIK3CA', 'CTNND1', 'MAPK8', 'MAPRE1', 'GRIA2', 'LRP5', 'FGFR1', 'AXIN1', 'JUP', 'DAGLB', 'KIF5B', 'DAGLA', 'GJA1', 'MYL2', 'GSN', 'ROCK1', 'CTNNB1', 'CNR1', 'PTPN11', 'CTTN', 'FER']"
PID,PID_ANTHRAX_PATHWAY,"['TNF', 'ANTXR1', 'MAP2K7', 'PGR', 'NLRP1', 'DEFA1', 'MAPK3', 'VCAM1', 'MAP2K2', 'MAP2K1', 'CASP1', 'MAP2K6', 'IL18', 'ANTXR2', 'IL1B', 'MAP2K4', 'MAP2K3', 'MAPK1']"
PID,PID_S1P_S1P2_PATHWAY,"['GNA13', 'FOS', 'GNAQ', 'GNAI2', 'PAK1', 'S1PR2', 'RAC1', 'CDH5', 'GNAI3', 'MAPK1', 'MAPK3', 'GNAZ', 'RHOA', 'JUN', 'GNA14', 'GNA11', 'GNAI1', 'MAPK8', 'MAPK14', 'IRS1', 'GNA15', 'GNA12', 'GNAO1', 'ELK1']"
PID,PID_RAS_PATHWAY,"['SOS2', 'RASGRP1', 'RASGRF1', 'NRAS', 'PRKCE', 'PRKCZ', 'RABGEF1', 'SOS1', 'RASGRF2', 'DAB2IP', 'CAMK2B', 'PRKCB', 'KRAS', 'RIN1', 'RASA2', 'RASA4', 'GRB2', 'NF1', 'RASAL1', 'SYNGAP1', 'RRAS', 'RASGRP4', 'PLCE1', 'LGALS1', 'LGALS3', 'RASA1', 'RASGRP2', 'HRAS', 'PRKCA', 'RASGRP3']"
PID,PID_MAPK_TRK_PATHWAY,"['MAPK1', 'RIT2', 'RUSC1', 'NRAS', 'MAP3K2', 'MEF2C', 'CDK5', 'TRPV1', 'RAP1B', 'MAP2K1', 'FOS', 'BRAF', 'NTF3', 'MAP2K6', 'MAP2K5', 'KRAS', 'ELK1', 'MAPK7', 'PRKCD', 'RPS6KA1', 'EHD4', 'SRF', 'HRAS', 'MAPK14', 'MAP2K3', 'MAPKAPK2', 'MAPK3', 'RAP1A', 'EGR1', 'RAF1', 'RPS6KA5', 'RIT1', 'CDK5R1', 'CREB1']"
PID,PID_PI3K_PLC_TRK_PATHWAY,"['PDPK1', 'BAD', 'YWHAH', 'EGR1', 'YWHAB', 'PIK3R1', 'PRKCD', 'FOXO3', 'GRB2', 'PLCG1', 'AGAP2', 'TRPV1', 'SHC1', 'SRC', 'KRAS', 'GAB1', 'YWHAG', 'GSK3B', 'PIK3CA', 'CCND1', 'AKT1', 'YWHAE', 'NTRK1', 'CREB1', 'SOS1', 'NGF', 'CAMK2A', 'TRPC3', 'YWHAQ', 'SFN', 'YWHAZ', 'CAMK4', 'HRAS', 'NRAS', 'STAT5A', 'EPB41L1']"
PID,PID_CD8_TCR_DOWNSTREAM_PATHWAY,"['CD3E', 'KRAS', 'FOS', 'CD247', 'IFNAR2', 'IFNA16', 'EGR4', 'MAPK1', 'TNFRSF18', 'PPP3R1', 'CD3D', 'PRKCQ', 'B2M', 'NFATC1', 'TNFRSF9', 'RAF1', 'MAP2K1', 'JUN', 'PRF1', 'HRAS', 'IFNA14', 'CD8B', 'CD8A', 'EGR1', 'FOSL1', 'NFATC3', 'FASLG', 'EOMES', 'TNF', 'ELK1', 'PRKCB', 'MAPK3', 'STAT4', 'JUNB', 'NRAS', 'IFNAR1', 'IFNA8', 'IFNA2', 'MAP2K2', 'TNFRSF4', 'IFNA6', 'IFNG', 'IFNA1', 'MAPK9', 'IL2RA', 'HLA-A', 'IFNA4', 'NFATC2', 'BRAF', 'MAPK8', 'IL2RG', 'PTPN7', 'IL2', 'IFNA21', 'IFNA10', 'IFNA7', 'PPP3CA', 'PRKCE', 'IFNA5', 'CD3G', 'GZMB', 'IFNA17', 'IL2RB', 'PRKCA', 'PPP3CB']"
PID,PID_EPHA2_FWD_PATHWAY,"['PIK3CA', 'PIK3R1', 'VAV3', 'EFNA1', 'INPPL1', 'ACP1', 'EPHA2', 'TIAM1', 'RHOA', 'SRC', 'SHC1', 'GRB2', 'BCAR1', 'VAV2', 'RAC1', 'PTK2', 'CBL', 'PAK1', 'ARHGAP35']"
PID,PID_LYMPH_ANGIOGENESIS_PATHWAY,"['MAPK1', 'ITGA5', 'VEGFC', 'MAPK3', 'MAPK11', 'ITGA1', 'CRK', 'PIK3R1', 'COL1A2', 'FLT4', 'COL1A1', 'SHC1', 'ITGB1', 'MAP2K4', 'PIK3CA', 'MAPK14', 'ITGA4', 'CREB1', 'ITGA2', 'SOS1', 'VEGFD', 'GRB2', 'AKT1', 'FN1', 'RPS6KA1']"
PID,PID_ALPHA_SYNUCLEIN_PATHWAY,"['HCK', 'TOR1A', 'UBE2L3', 'PRKN', 'SRC', 'PTK2B', 'UCHL1', 'PRKCD', 'LCK', 'MAPK1', 'PLD2', 'TH', 'MAPK3', 'PPP2R5D', 'BAD', 'FGR', 'GRK5', 'BLK', 'FKBP1A', 'MAOB', 'SNCA', 'CSNK2A1', 'KLK6', 'FYN', 'PLD1', 'YES1', 'PLCB2', 'SLC6A3', 'STUB1', 'PARK7', 'SYK', 'LYN']"
PID,PID_FGF_PATHWAY,"['STAT1', 'AKT1', 'PIK3R1', 'JUN', 'FGFR1', 'FGF23', 'PLAUR', 'GAB1', 'FGF18', 'PLCG1', 'FGFR2', 'NCAM1', 'FGF2', 'FGFR3', 'FGF1', 'PDPK1', 'IL17RD', 'MAPK1', 'RUNX2', 'RPS6KA1', 'PLAU', 'CTNND1', 'SSH1', 'STAT5B', 'PTK2B', 'FGF17', 'CBL', 'CDH2', 'CAMK2A', 'CDH1', 'KLB', 'PTPN11', 'FGF9', 'MAPK3', 'FGF4', 'SRC', 'FGF8', 'SPRY2', 'SPP1', 'FOS', 'MET', 'MMP9', 'FRS2', 'SHC1', 'BGLAP', 'SDC2', 'FGF6', 'GRB2', 'HGF', 'CTTN', 'PIK3CA', 'SOS1', 'FGFR4', 'FGF19', 'PAK4']"
PID,PID_INTEGRIN_A4B1_PATHWAY,"['THBS2', 'PXN', 'IGSF8', 'MYH2', 'PTK2', 'JAML', 'RAC1', 'ITGA4', 'PRKAR1B', 'FN1', 'SRC', 'BCAR1', 'PRKACA', 'PTK2B', 'ITGB1', 'PTPRA', 'ABI1', 'DOCK1', 'TLN1', 'JAM2', 'CD14', 'ADAM28', 'GIT1', 'PRKACB', 'CD81', 'CRK', 'VCAM1', 'THBS1', 'PRKAR1A', 'YWHAZ', 'SPP1', 'ARF6', 'MDK']"
PID,PID_RAC1_PATHWAY,"['ABI1', 'PAK2', 'ARPC3', 'BCAR1', 'MAPK9', 'STAT3', 'ARPC2', 'ARHGDIA', 'RACGAP1', 'NCKAP1', 'ARPC4', 'NCF2', 'MAP3K11', 'CTNNA1', 'NOXO1', 'ACTR2', 'CYBA', 'RAC1', 'CYFIP2', 'ARPC5', 'CTNNB1', 'IQGAP1', 'CFL1', 'STAT5A', 'PIP5K1C', 'MAP2K6', 'JUN', 'MAP2K7', 'ABI2', 'CRK', 'MAP2K4', 'ARPC1B', 'CDH1', 'MAPK8', 'NOX1', 'BRK1', 'PAK1', 'NOXA1', 'PIP5K1B', 'ACTR3', 'BAIAP2', 'ATF2', 'PLCB2', 'MAPK14', 'ARHGAP5', 'NCF1', 'LIMK1', 'IQGAP3', 'CYBB', 'MAP3K1', 'WASF2', 'PIP5K1A', 'WASF1', 'MAP2K3']"
PID,PID_RB_1PATHWAY,"['PPP2CA', 'SMARCB1', 'TGFB2', 'RBP2', 'CCNE1', 'CDKN1A', 'RAF1', 'JUN', 'BRD2', 'BGLAP', 'CREBBP', 'CBX4', 'CEBPA', 'CDK4', 'SPI1', 'TBP', 'ATF2', 'RUNX2', 'SMARCA4', 'MAPK14', 'TFDP1', 'DNMT1', 'CKM', 'CTBP1', 'ATF7', 'E2F2', 'PAX3', 'MITF', 'UBTF', 'MET', 'SUV39H1', 'SFTPD', 'MAPK11', 'CCND3', 'SKP2', 'RBBP4', 'ELF1', 'ABL1', 'EP300', 'HDAC3', 'CDKN2A', 'CCNA2', 'E2F3', 'PPARG', 'E2F1', 'CCND1', 'CEBPD', 'CDKN1B', 'CDK2', 'MYOD1', 'HDAC1', 'TAF1', 'CDK6', 'CCND2', 'MAPK9', 'MDM2', 'GSC', 'E2F4', 'SIRT1', 'AATF', 'RB1', 'MEF2C', 'PPP2R3B', 'CEBPB', 'CSF2']"
PID,PID_FAK_PATHWAY,"['FYN', 'GIT2', 'RAPGEF1', 'TLN1', 'ACTN1', 'ARHGEF11', 'ITGA5', 'PIK3R1', 'MAP2K4', 'RRAS', 'GRB7', 'ARHGAP35', 'SRC', 'VCL', 'CCND1', 'RASA1', 'WASL', 'YES1', 'NCK1', 'ITGB5', 'BCAR1', 'RAP1B', 'NCK2', 'ETS1', 'ELMO1', 'MMP14', 'PTPN21', 'ARHGEF28', 'PAK1', 'ARHGEF7', 'RAP1A', 'ITGB1', 'ACTA1', 'PTK2', 'MAPK8IP3', 'PIK3CA', 'SOS1', 'CAPN2', 'ROCK2', 'RAC1', 'MAPK9', 'RHOA', 'ARHGAP26', 'SH3GL1', 'MAPK1', 'DOCK1', 'ASAP1', 'JUN', 'PLCG1', 'BMX', 'MAPK8', 'KLF8', 'PXN', 'BRAF', 'RAF1', 'ITGAV', 'MAP2K1', 'CRK', 'GRB2']"
PID,PID_TGFBR_PATHWAY,"['EIF2A', 'PARD6A', 'NEDD4L', 'CTNNB1', 'OCLN', 'SPTBN1', 'RPS6KB1', 'TAB2', 'TGFB3', 'CAV1', 'TGFB1', 'GRB2', 'RNF111', 'PPP2CA', 'PPP2CB', 'SMURF1', 'SMAD7', 'DAXX', 'WWP1', 'TGFB2', 'DAB2', 'PDPK1', 'SOS1', 'AXIN1', 'ITCH', 'RHOA', 'PPP2R2A', 'TGFBR1', 'SMURF2', 'YWHAE', 'ZFYVE16', 'PML', 'SMAD2', 'PPP1CA', 'DACT2', 'CCN2', 'STRAP', 'PPP1R15A', 'FKBP1A', 'ARRB2', 'SMAD4', 'CAMK2A', 'SMAD3', 'DYNLRB1', 'SKIL', 'SHC1', 'MAP3K7', 'TAB1', 'XIAP', 'BAMBI', 'ZFYVE9', 'YAP1', 'TGFBR2', 'TGFBR3']"
PID,PID_HES_HEY_PATHWAY,"['MYB', 'CD4', 'PARP1', 'RBBP8', 'HEY2', 'ARNT', 'RBPJ', 'GAA', 'E2F1', 'PTF1A', 'MYOD1', 'CTBP1', 'ASCL1', 'CDKN1B', 'NCOA1', 'YY1', 'GATA4', 'HEY1', 'HES6', 'TLE1', 'SPEN', 'CREBBP', 'GHR', 'KDR', 'AR', 'NOTCH1', 'TCF3', 'RCAN1', 'HDAC1', 'MAML1', 'EP300', 'JAK2', 'NEUROG3', 'STAT3', 'NCOR2', 'RUNX2', 'GATA6', 'MAML2', 'NCOR1', 'BGLAP', 'CAMK2D', 'HIF1A', 'KDM1A', 'RB1', 'TWIST1', 'HES1', 'ID1', 'GATA1']"
PID,PID_IL12_STAT4_PATHWAY,"['CD3D', 'MAPK9', 'IL18RAP', 'IL18', 'HLA-DRA', 'CD3G', 'STAT4', 'CD80', 'IRF1', 'PIAS2', 'IL18R1', 'ETV5', 'CREBBP', 'PRF1', 'CD4', 'IL2', 'TGFB1', 'MAPK8', 'PPP3R1', 'JUN', 'TBX21', 'FOS', 'PPP3CB', 'CD28', 'CD86', 'STAT3', 'IFNG', 'IL2RA', 'CD3E', 'PPP3CA', 'IL13', 'CD247']"
WP,WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY,"['NCK1', 'PTPN11', 'MAP4K1', 'RPS6KA1', 'MYC', 'CDC42', 'PTPN6', 'MALT1', 'INPP5D', 'MEF2C', 'FOXO1', 'MEF2D', 'GAB1', 'LYN', 'MAP3K7', 'BLK', 'PIK3AP1', 'CARD11', 'PTPRC', 'LAT2', 'SOS1', 'IRF4', 'HRAS', 'PIP5K1A', 'PIP5K1B', 'BLNK', 'E2F3', 'CD19', 'CD22', 'CAMK2A', 'LCK', 'GTF2I', 'PIK3CG', 'PIK3R1', 'PIK3R2', 'RELA', 'IKBKB', 'PDPK1', 'MAP2K6', 'PIP5K1C', 'MAPK9', 'REL', 'MAP2K1', 'MAP2K2', 'DAPP1', 'PRKCD', 'TEC', 'NFATC2', 'CREB1', 'CR2', 'BRAF', 'RASGRP3', 'PLCG1', 'PLCG2', 'PRKCB', 'MIR5196', 'KLF11', 'MAPK1', 'VAV2', 'MAPK4', 'CHUK', 'ETS1', 'ATF2', 'NFATC3', 'AKT1', 'BCL6', 'ILF2', 'VAV1', 'JUN', 'NFKB1', 'SH3BP2', 'RAC2', 'SYK', 'NFKBIA', 'RAPGEF1', 'BTK', 'GRB2', 'MAPK14', 'CD79A', 'CRKL', 'HCLS1', 'CD79B', 'CRK', 'ELK1', 'CD81', 'MAPK8', 'MAX', 'RAC1', 'SHC1', 'RAF1', 'PTPN18', 'GSK3B', 'GSK3A', 'FYN', 'IKBKG', 'CBL', 'GAB2', 'BCL10']"
WP,WP_TRANSSULFURATION_PATHWAY,"['DNMT1', 'GCLM', 'MAT2B', 'CBS', 'AHCY', 'MPST', 'CTH', 'GOT1', 'MTR', 'CSAD']"
WP,WP_NANOPARTICLE_TRIGGERED_AUTOPHAGIC_CELL_DEATH,"['ATG5', 'BECN1', 'TSC1', 'ATG9B', 'ATG3', 'ATG16L1', 'ATG14', 'MIR21', 'ATG12', 'ATG10', 'BCL2', 'SH3GLB1', 'MAP1LC3A', 'ATG4A', 'INS', 'AMBRA1', 'TSC2', 'INSR', 'VMP1', 'UVRAG', 'CHAF1A', 'ULK1', 'ULK2', 'ATG7']"
WP,WP_BENZENE_METABOLISM,"['GSTM1', 'DHDH', 'MPO', 'CYP2E1', 'NQO1', 'EPHX1']"
WP,WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_EMBRYONIC_DEVELOPMENT_STAGE_1_OF_4,"['MIR200B', 'MIR200A', 'TERT', 'TNF', 'SFRP1', 'MIR429', 'ERBB4', 'TGFB1', 'CCND1', 'MYC', 'NRG3', 'ALPL', 'CLDN4', 'AKT1', 'CDH1', 'ITGA6', 'ITGB1', 'ZEB2']"
WP,WP_CODEINE_AND_MORPHINE_METABOLISM,"['UGT2B4', 'UGT2B7', 'ABCB1', 'CYP2C8', 'CYP3A4', 'CYP2D6', 'UGT1A6', 'UGT1A9', 'ABCC2', 'UGT1A8', 'UGT1A10', 'ABCC3', 'UGT1A3', 'UGT1A1', 'SLCO1B1']"
WP,WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL,"['MIR6869', 'KCNJ3', 'RGS5', 'GNGT1', 'GNG11', 'GJA5', 'ADCY5', 'GJA4', 'GJA3', 'GNG7', 'ADCY6', 'GNG5', 'ADCY7', 'ADCY8', 'GNG4', 'ADCY9', 'GNG3', 'STIM2', 'GNB3', 'GJB4', 'GNB2', 'GNG13', 'GJB5', 'GJB3', 'GJB2', 'GJB1', 'GJA8', 'RGS10', 'GNG8', 'RGS7', 'RGS9', 'MIR197', 'RGS16', 'RGS11', 'ATP1A4', 'ATP1B1', 'ATP1B2', 'FKBP1A', 'ATP1B3', 'GNG12', 'FXYD2', 'ATP2A2', 'ATP2A3', 'KCNJ5', 'CALM1', 'RGS6', 'CAMK1', 'ARRB1', 'CALM2', 'ARRB2', 'CALM3', 'ATP2B1', 'ATP2B2', 'ATP2B3', 'GJD2', 'RGS14', 'CACNA1A', 'CACNA1B', 'CACNA1C', 'CACNA1D', 'CACNA1E', 'CALR', 'CACNA1S', 'CAMK4', 'CAMK2A', 'CAMK2B', 'CAMK2D', 'CAMK2G', 'RYR3', 'RYR2', 'PKIB', 'PLCB3', 'PRKAR1A', 'RGS20', 'PRKAR1B', 'PRKAR2A', 'CHRM4', 'CHRM3', 'RYR1', 'CHRM2', 'CACNB1', 'CHRM1', 'ADRA1D', 'CACNB3', 'ITPR1', 'GJB6', 'ADRA1B', 'ADRA1A', 'GJA1', 'ITPR2', 'PRKACA', 'PRKACB', 'PKIA', 'ANXA6', 'PRKCD', 'PRKCE', 'PRKCG', 'PRKCH', 'PKIG', 'GJC1', 'PRKD1', 'GRK6', 'ADRB1', 'ADRB2', 'ADRB3', 'CHRM5', 'SLC8A1', 'PRKAR2B', 'PRKCA', 'PRKCB', 'ITPR3', 'SLC8A3', 'YWHAQ', 'GRK5', 'GRK4', 'PLN', 'YWHAG', 'YWHAE', 'YWHAZ', 'YWHAH', 'RGS18', 'PRKCZ', 'CASQ1', 'PRKCQ', 'CASQ2', 'YWHAB', 'ADCY4', 'GNAI2', 'GNAI1', 'GJC2', 'GNG2', 'GNA11', 'GNB4', 'RGS17', 'RGS1', 'RGS2', 'RGS3', 'RGS4', 'GNB1', 'GNAZ', 'GNAS', 'SFN', 'GNAQ', 'GNAO1', 'GJA9', 'GNAI3', 'ADCY1', 'ADCY2', 'GNB5', 'ADCY3', 'RGS19', 'KCNB1']"
WP,WP_MIR517_RELATIONSHIP_WITH_ARCN1_AND_USP1,"['USP1', 'CDKN1A', 'ID2', 'ID1', 'ARCN1']"
WP,WP_ALANINE_AND_ASPARTATE_METABOLISM,"['AGXT', 'ASPA', 'GPT', 'ASS1', 'ASL', 'ABAT', 'GAD2', 'GAD1', 'GOT2', 'PC', 'GOT1', 'DARS1']"
WP,WP_MICRORNA_NETWORK_ASSOCIATED_WITH_CHRONIC_LYMPHOCYTIC_LEUKEMIA,"['BCL2', 'MIR16-1', 'TP53', 'MIR34B', 'ZAP70', 'MIR34C', 'MCL1']"
